0.99,0.49,0.07,0.7,0.69,0,0,0,1
0.75,0.015,0.78,0.31,0.53,0,0,1,0
0.43,0.305,0.51,0.09,0.64,0,0,1,0
0.2,0.14,0.35,0.72,0.25,0,1,0,0
0.348,0.329,0.83,0.61,0.18,0,1,0,0
0.29,0.3,0.56,0.25,0.67,0,0,1,0
0.32,0.2,0.06,0.26,0.24,1,0,0,0
0.78,0.21,0.68,0.65,0.75,0,0,0,1
0.251,0.265,0.57,0.6,0.09,1,0,0,0
0.275,0.1,0.72,0.1,0.3,0,1,0,0
0.1,0.39,0.75,0.31,0.62,0,0,1,0
0.71,0.46,0.95,0.78,0.86,0,0,0,1
0.39,0.42,0.83,0.65,0.19,0,1,0,0
0.265,0.06,0.57,0.75,0.1,0,1,0,0
0.39,0.05,0.02,0.06,0.34,0,1,0,0
0.28,0.78,0.44,0.17,0.66,0,0,1,0
0.46,0.44,0.89,0.12,0.66,0,0,1,0
0.3,0.2,0.52,0.3,0.53,0,0,1,0
0.44,0.55,0.11,0.26,0.83,0,0,0,1
0.37,0.6,0.77,0.4,0.5,0,0,1,0
0.56,0.6,0.6,0.31,0.5,0,0,1,0
0.248,0.3,0.31,0.2,0.03,1,0,0,0
0.258,0.31,0.88,0.4,0.3,0,1,0,0
0.58,0.299,0.73,0.63,0.21,0,1,0,0
0.276,0.255,0.81,0.27,0.33,0,1,0,0
