0.295,0.25,0.26,0.12,0.67,0,0,1,0
0.38,0.01,0.53,0.27,0.3,0,1,0,0
0.58,0.58,0.31,0.29,0.29,0,1,0,0
0.56,0.6,0.6,0.31,0.5,0,0,1,0
0.29,0.15,0.33,0.66,0.08,1,0,0,0
0.75,0.015,0.78,0.31,0.53,0,0,1,0
0.85,0.05,0.91,0.8,0.68,0,0,0,1
0.2,0.45,0.28,0.31,0.78,0,0,0,1
0.28,0.1,0.12,0.28,0.32,0,1,0,0
0.06,0.77,0.72,0.19,0.56,0,0,1,0
0.33,0.04,0.5,0.55,0.1,1,0,0,0
0.24,0.58,0.76,0.8,0.28,0,0,1,0
0.61,0.258,0.56,0.62,0.24,0,1,0,0
0.68,0.63,0.65,0.09,0.66,0,0,1,0
0.6,0.14,0.22,0.11,0.66,0,0,1,0
0.91,0.58,0.26,0.89,0.88,0,0,0,1
0.1,0.1,0.52,0.78,0.34,0,0,1,0
0.255,0.18,0.5,0.4,0.1,1,0,0,0
0,0,0,0,0,1,0,0,0
0.18,0.33,0.61,0.64,0.25,0,0,1,0
0.51,0.4,0.4,0.59,0.23,0,1,0,0
0.51,0.255,0.55,0.17,0.64,0,0,1,0
0.24,0.75,0.32,0.18,0.86,0,0,0,1
0.06,0.29,0.35,0.76,0.25,0,1,0,0
0.32,0.28,0.72,0.89,0.58,0,0,0,1
0.325,0.61,0.46,0.32,0.81,0,0,0,1
