0.3,0.27,0.31,0.31,0.54,0,0,1,0
0.54,0.82,0.71,0.29,0.77,0,0,0,1
0.365,0.243,0.19,0.24,0.35,0,1,0,0
0.17,0.36,0.8,0.14,0.66,0,0,1,0
0.44,0.33,0.59,0.53,0.85,0,0,0,1
0.58,0.299,0.73,0.63,0.21,0,1,0,0
0.27,0.28,0.18,0.48,0.26,0,1,0,0
0.34,0.4,0.38,0.2,0.61,0,0,1,0
0.44,0.55,0.11,0.26,0.83,0,0,0,1
0.09,0.3,0.68,0.18,0.85,0,0,0,1
0.06,0.5,0.09,0.28,0.25,0,1,0,0
0.71,0.46,0.95,0.78,0.86,0,0,0,1
0.55,0.1,0.27,0.25,0.29,0,1,0,0
0.15,0.79,0.78,0.3,0.51,0,0,1,0
0.6,0.14,0.22,0.11,0.66,0,0,1,0
0.1,0.1,0.52,0.78,0.34,0,0,1,0
0.255,0.75,0.35,0.72,0.25,0,1,0,0
0.04,0.28,0.55,0.25,0.1,1,0,0,0
0.45,0.299,0.63,0.36,0.51,0,0,1,0
0.12,0.28,0.2,0.78,0.2,0,1,0,0
0.51,0.255,0.55,0.17,0.64,0,0,1,0
0.06,0.06,0.05,0.25,0.33,0,1,0,0
0.315,0.32,0.29,0.29,0.62,0,0,1,0
0.12,0.12,0.75,0.35,0.8,0,0,0,1
0.4,0.18,0.26,0.26,0.67,0,0,1,0
