0.29,0.3,0.52,0.09,0.67,0,0,1,0
0.44,0.69,0.61,0.29,0.57,0,0,1,0
0.38,0.01,0.53,0.27,0.3,0,1,0,0
0.49,0.9,0.52,0.9,0.47,0,0,0,1
0.61,0.78,0.69,0.92,0.58,0,0,0,1
0.18,0.18,0.55,0.3,0.81,0,0,0,1
0.265,0.6,0.28,0.66,0.07,1,0,0,0
0.15,0.32,0.05,0.27,0.29,0,1,0,0
0.66,0.9,0.76,0.87,0.74,0,0,0,1
0.59,0.18,0.31,0.55,0.09,1,0,0,0
0.295,0.59,0.29,0.31,0.55,0,0,1,0
0.42,0.36,0.63,0.04,0.25,0,1,0,0
0.54,0.82,0.71,0.29,0.77,0,0,0,1
0.28,0.1,0.12,0.28,0.32,0,1,0,0
0.43,0.305,0.51,0.09,0.64,0,0,1,0
0.255,0.72,0.72,0.63,0.14,0,1,0,0
0.365,0.68,0.1,0.63,0.18,0,1,0,0
0.09,0.3,0.68,0.18,0.85,0,0,0,1
0.56,0.6,0.6,0.31,0.5,0,0,1,0
0.1,0.42,0.22,0.72,0.26,0,1,0,0
0.78,0.61,0.71,0.19,0.6,0,0,1,0
0.43,0.45,0.27,0.27,0.89,0,0,0,1
0.25,0.29,0.15,0.48,0.26,0,1,0,0
0.24,0.58,0.76,0.8,0.28,0,0,1,0
0.17,0.36,0.8,0.14,0.66,0,0,1,0
0.1,0.256,0.7,0.76,0.16,0,1,0,0
