0.255,0.305,0.86,0.62,0.15,0,1,0,0
0.38,0.01,0.53,0.27,0.3,0,1,0,0
0.72,0.6,0.45,0.79,0.45,0,0,1,0
0.58,0.348,0.06,0.29,0.31,0,1,0,0
0.445,0.39,0.02,0.24,0.88,0,0,0,1
0.9,0.26,0.19,0.58,0.79,0,0,0,1
0.06,0.77,0.72,0.19,0.56,0,0,1,0
0.59,0.18,0.31,0.55,0.09,1,0,0,0
0.258,0.25,0.295,0.33,0.77,0,0,0,1
0.77,0.267,0.59,0.78,0.28,0,0,1,0
0.495,0.82,0.67,0.01,0.93,0,0,0,1
0.32,0.255,0.55,0.78,0.34,0,0,1,0
0.79,0.28,0.88,0.2,0.66,0,0,1,0
0.315,0.69,0.28,0.8,0.7,0,0,0,1
0.61,0.258,0.56,0.62,0.24,0,1,0,0
0.329,0.55,0.02,0.4,0.79,0,0,0,1
0.15,0.79,0.78,0.3,0.51,0,0,1,0
0.2,0.52,0.36,0.84,0.25,0,0,1,0
0.12,0.245,0.75,0.31,0.59,0,0,1,0
0.37,0.06,0.32,0.78,0.1,0,1,0,0
0.08,0.08,0.08,0.98,0.24,0,1,0,0
0.71,0.475,0.13,0.23,0.59,0,0,1,0
0.255,0.72,0.72,0.63,0.14,0,1,0,0
0.42,0.7,0.72,0.3,0.8,0,0,0,1
0.265,0.6,0.28,0.66,0.07,1,0,0,0
0,0,0.5,0.2,0.85,0,0,0,1
