0.41,0.18,0.33,0.31,0.5,0,0,1,0
0.305,0.55,0.5,0.11,0.333,0,1,0,0
0.62,0.62,0.24,0.65,0.25,0,0,1,0
0.09,0.61,0.53,0.75,0.01,0,1,0,0
0.14,0.49,0.55,0.29,0.6,0,0,1,0
0.37,0.06,0.32,0.78,0.1,0,1,0,0
0.58,0.35,0.51,0.27,0.3,0,1,0,0
0.385,0.26,0.76,0.84,0.3,0,0,1,0
0.6,0.19,0.55,0.08,0.1,1,0,0,0
0.255,0.75,0.35,0.72,0.25,0,1,0,0
0.523,0.41,0.55,0.6,0.22,0,1,0,0
0.17,0.36,0.8,0.14,0.66,0,0,1,0
0.465,0.258,0.73,0.18,0.59,0,0,1,0
0.299,0.7,0.95,0.22,0.66,0,0,0,1
0.61,0.78,0.69,0.92,0.58,0,0,0,1
0.299,0.295,0.8,0.37,0.84,0,0,0,1
0.325,0.25,0.38,0.31,0.79,0,0,0,1
0.45,0.65,0.19,0.99,0.55,0,0,0,1
0.54,0.82,0.71,0.29,0.77,0,0,0,1
0.29,0.3,0.56,0.25,0.67,0,0,1,0
0.4,0.12,0.41,0.1,0.65,0,0,1,0
0.88,0.335,0.19,0.55,0.78,0,0,0,1
0.33,0.34,0.1,0.49,0.12,1,0,0,0
0.1,0.256,0.7,0.76,0.16,0,1,0,0
0.15,0.02,0.34,0.4,0.01,1,0,0,0
