0.28,0.1,0.12,0.28,0.32,0,1,0,0
0.255,0.72,0.72,0.63,0.14,0,1,0,0
0.37,0.6,0.77,0.4,0.5,0,0,1,0
0.27,0.12,0.37,0.29,0.58,0,0,1,0
0.58,0.35,0.51,0.27,0.3,0,1,0,0
0.265,0.6,0.28,0.66,0.07,1,0,0,0
0.3,0.27,0.31,0.31,0.54,0,0,1,0
0.6,0.31,0.31,0.87,0.58,0,0,0,1
0.48,0.12,0.28,0.7,0.71,0,0,0,1
0.39,0.26,0.39,0.77,0.14,0,1,0,0
0.33,0.34,0.1,0.49,0.12,1,0,0,0
0.255,0.18,0.5,0.4,0.1,1,0,0,0
0.465,0.258,0.73,0.18,0.59,0,0,1,0
0.4,0.12,0.41,0.1,0.65,0,0,1,0
0.2,0.2,0.7,0.3,0.6,0,0,1,0
0.18,0.51,0.58,0.33,0.82,0,0,0,1
0.62,0.67,0.39,0.1,0.66,0,0,1,0
0.54,0.82,0.71,0.29,0.77,0,0,0,1
0.42,0.21,0.87,0.56,0.48,0,0,1,0
0.5,0.4,0.73,0.62,0.2,0,1,0,0
0.24,0.58,0.76,0.8,0.28,0,0,1,0
0.299,0.295,0.8,0.37,0.84,0,0,0,1
0.36,0.29,0.37,0.48,0.13,1,0,0,0
0.06,0.06,0.51,0.41,0.3,0,1,0,0
0.1,0.1,0.15,0.65,0.3,0,0,1,0
0.89,0.68,0.49,0.65,0.9,0,0,0,1
