0.12,0.12,0.75,0.35,0.8,0,0,0,1
0.73,0.2,0.07,0.72,0.26,0,1,0,0
0.312,0.8,0.67,0.92,0.5,0,0,0,1
0.285,0.64,0.18,0.61,0.45,0,0,1,0
0.18,0.31,0.32,0.42,0.28,0,1,0,0
0.49,0.34,0.88,0.75,0.71,0,0,0,1
0.523,0.41,0.55,0.6,0.22,0,1,0,0
0.23,0.7,0.19,0.51,0.45,0,0,1,0
0.58,0.295,0.62,0.28,0.3,0,1,0,0
0.18,0.3,0.37,0.12,0.66,0,0,1,0
0.31,0.1,0.41,0.42,0.75,0,0,0,1
0.18,0.18,0.55,0.3,0.81,0,0,0,1
0.06,0.06,0.51,0.41,0.3,0,1,0,0
0.46,0.78,0.38,0.24,0.89,0,0,0,1
0.64,0.09,0.33,0.65,0.5,0,0,1,0
0.6,0.31,0.31,0.87,0.58,0,0,0,1
0.58,0.348,0.06,0.29,0.31,0,1,0,0
0.3,0.08,0.4,0.02,0.67,0,0,1,0
0.28,0.1,0.12,0.28,0.32,0,1,0,0
0.15,0.02,0.34,0.4,0.01,1,0,0,0
0.32,0.28,0.72,0.89,0.58,0,0,0,1
0.77,0.267,0.59,0.78,0.28,0,0,1,0
0.38,0.39,0.79,0.33,0.3,0,1,0,0
0.329,0.55,0.02,0.4,0.79,0,0,0,1
0.37,0.06,0.32,0.78,0.1,0,1,0,0
0.08,0.325,0.62,0.94,0.56,0,0,0,1
