0.18,0.72,0.37,0.29,0.55,0,0,1,0
0.8,0.29,0.06,0.31,0.51,0,0,1,0
0.5,0.75,0.81,0.61,0.26,0,0,1,0
0.66,0.36,0.56,0.4,0.83,0,0,0,1
0.43,0.38,0.62,0.33,0.49,0,0,1,0
0.77,0.29,0.74,0.82,0.68,0,0,0,1
0.12,0.12,0.75,0.35,0.8,0,0,0,1
0.15,0.32,0.05,0.27,0.29,0,1,0,0
0.41,0.09,0.58,0.18,0.58,0,0,1,0
0.09,0.33,0.31,0.26,0,1,0,0,0
0.27,0.28,0.18,0.48,0.26,0,1,0,0
0.41,0.18,0.33,0.31,0.5,0,0,1,0
0.79,0.28,0.88,0.2,0.66,0,0,1,0
0.06,0.29,0.35,0.76,0.25,0,1,0,0
0.46,0.2,0.76,0.95,0.65,0,0,0,1
0.245,0.1,0.71,0.26,0.2,1,0,0,0
0.37,0.6,0.77,0.4,0.5,0,0,1,0
0.12,0.245,0.75,0.31,0.59,0,0,1,0
0.78,0.21,0.68,0.65,0.75,0,0,0,1
0.37,0.55,0.41,0.29,0.3,0,1,0,0
0.255,0.18,0.5,0.4,0.1,1,0,0,0
0.61,0.33,0.36,0.28,0.28,0,1,0,0
0.09,0.3,0.68,0.18,0.85,0,0,0,1
0.05,0.07,0.7,0.01,0.05,1,0,0,0
0.1,0.1,0.7,0.15,0.9,0,0,0,1
0.18,0.3,0.37,0.12,0.66,0,0,1,0
