0.365,0.68,0.1,0.63,0.18,0,1,0,0
0.258,0.31,0.88,0.4,0.3,0,1,0,0
0.48,0.3,0.15,0.65,0.77,0,0,0,1
0.68,0.27,0.78,0.31,0.57,0,0,1,0
0.255,0.72,0.72,0.63,0.14,0,1,0,0
0.38,0.01,0.53,0.27,0.3,0,1,0,0
0.5,0.75,0.81,0.61,0.26,0,0,1,0
0.299,0.32,0.31,0.33,0.87,0,0,0,1
0.15,0.79,0.78,0.3,0.51,0,0,1,0
0.52,0.288,0.32,0.5,0.3,0,1,0,0
0.39,0.26,0.39,0.77,0.14,0,1,0,0
0.18,0.33,0.61,0.64,0.25,0,0,1,0
0.29,0.3,0.52,0.09,0.67,0,0,1,0
0.72,0.32,0.48,0.2,0.6,0,0,1,0
0.12,0.245,0.75,0.31,0.59,0,0,1,0
0.3,0.27,0.31,0.31,0.54,0,0,1,0
0.2,0.14,0.35,0.72,0.25,0,1,0,0
0.09,0.51,0.02,0.18,0.67,0,0,1,0
0.365,0.243,0.19,0.24,0.35,0,1,0,0
0.465,0.258,0.73,0.18,0.59,0,0,1,0
0.77,0.267,0.59,0.78,0.28,0,0,1,0
0.42,0.15,0.66,0.78,0.4,0,0,1,0
0.23,0.7,0.19,0.51,0.45,0,0,1,0
0.6,0.31,0.31,0.87,0.58,0,0,0,1
0.44,0.69,0.61,0.29,0.57,0,0,1,0
0.38,0.39,0.79,0.33,0.3,0,1,0,0
