0.27,0.12,0.37,0.29,0.58,0,0,1,0
0.55,0.1,0.27,0.25,0.29,0,1,0,0
0.42,0.7,0.72,0.3,0.8,0,0,0,1
0.49,0.9,0.52,0.9,0.47,0,0,0,1
0.14,0.49,0.55,0.29,0.6,0,0,1,0
0.46,0.44,0.89,0.12,0.66,0,0,1,0
0.06,0.06,0.05,0.25,0.33,0,1,0,0
0.1,0.42,0.22,0.72,0.26,0,1,0,0
0.295,0.25,0.73,0.77,0.19,0,1,0,0
0.3,0.27,0.31,0.31,0.54,0,0,1,0
0.248,0.3,0.31,0.2,0.03,1,0,0,0
0.243,0.27,0.08,0.42,0.29,0,1,0,0
0.299,0.295,0.8,0.37,0.84,0,0,0,1
0.75,0.015,0.78,0.31,0.53,0,0,1,0
0.49,0.64,0.34,0.78,0.21,0,1,0,0
0.334,0.295,0.33,0.32,0.3,0,1,0,0
0.83,0.44,0.49,0.91,0.66,0,0,0,1
0.77,0.29,0.74,0.82,0.68,0,0,0,1
0.24,0.58,0.76,0.8,0.28,0,0,1,0
0.72,0.6,0.45,0.79,0.45,0,0,1,0
0.71,0.46,0.95,0.78,0.86,0,0,0,1
0.78,0.15,0.38,0.18,0.63,0,0,1,0
0.54,0.82,0.71,0.29,0.77,0,0,0,1
0.46,0.64,0.22,0.22,0.6,0,0,1,0
0.18,0.3,0.37,0.12,0.66,0,0,1,0
