0.29,0.25,0.29,0.29,0.57,0,0,1,0
0.275,0.1,0.72,0.1,0.3,0,1,0,0
0.115,0.35,0.65,0.27,0.04,1,0,0,0
0.265,0.06,0.57,0.75,0.1,0,1,0,0
0.6,0.19,0.55,0.08,0.1,1,0,0,0
0.55,0.17,0.71,0.48,0.11,1,0,0,0
0.24,0.58,0.76,0.8,0.28,0,0,1,0
0.06,0.29,0.35,0.76,0.25,0,1,0,0
0.1,0.42,0.22,0.72,0.26,0,1,0,0
0.348,0.329,0.83,0.61,0.18,0,1,0,0
0.62,0.62,0.24,0.65,0.25,0,0,1,0
0.75,0.015,0.78,0.31,0.53,0,0,1,0
0.255,0.305,0.86,0.62,0.15,0,1,0,0
0.1,0.1,0.15,0.65,0.3,0,0,1,0
0.5,0.4,0.73,0.62,0.2,0,1,0,0
0.1,0.6,0.33,0.42,0.26,0,1,0,0
0.29,0.29,0.4,0.78,0.18,0,1,0,0
0.245,0.1,0.71,0.26,0.2,1,0,0,0
0.73,0.2,0.07,0.72,0.26,0,1,0,0
0.39,0.26,0.39,0.77,0.14,0,1,0,0
0.29,0.3,0.52,0.09,0.67,0,0,1,0
0.08,0.08,0.1,0.24,0.9,0,0,0,1
0.325,0.61,0.46,0.32,0.81,0,0,0,1
0.365,0.68,0.1,0.63,0.18,0,1,0,0
0.41,0.09,0.58,0.18,0.58,0,0,1,0
0.12,0.12,0.75,0.35,0.8,0,0,0,1
