0.43,0.38,0.62,0.33,0.49,0,0,1,0
0.15,0.02,0.34,0.4,0.01,1,0,0,0
0.1,0.25,0.1,0.08,0.33,0,1,0,0
0.35,0.38,0.32,0.6,0.16,0,1,0,0
0.12,0.245,0.75,0.31,0.59,0,0,1,0
0.69,0.02,0.62,0.3,0.29,0,1,0,0
0.58,0.348,0.06,0.29,0.31,0,1,0,0
0.15,0.275,0.8,0.21,0.81,0,0,0,1
0.62,0.67,0.39,0.1,0.66,0,0,1,0
0.06,0.06,0.51,0.41,0.3,0,1,0,0
0.27,0.1,0.1,0.7,0.25,0,1,0,0
0.495,0.276,0.58,0.77,0.83,0,0,0,1
0.79,0.28,0.88,0.2,0.66,0,0,1,0
0.18,0.34,0.71,0.71,0.9,0,0,0,1
0.251,0.265,0.57,0.6,0.09,1,0,0,0
0.275,0.1,0.72,0.1,0.3,0,1,0,0
0.243,0.27,0.08,0.42,0.29,0,1,0,0
0.2,0.68,0.73,0.48,0.28,0,1,0,0
0.24,0.75,0.32,0.18,0.86,0,0,0,1
0.365,0.57,0.59,0.55,0.25,0,1,0,0
0.3,0.27,0.31,0.31,0.54,0,0,1,0
0.315,0.69,0.28,0.8,0.7,0,0,0,1
0.276,0.255,0.81,0.27,0.33,0,1,0,0
0.68,0.63,0.65,0.09,0.66,0,0,1,0
0.39,0.42,0.83,0.65,0.19,0,1,0,0
0.285,0.64,0.18,0.61,0.45,0,0,1,0
