0.09	0.55	0.12	0.78	0.05	0	1	0	0
0.24	0.75	0.32	0.18	0.86	0	0	0	1
0.18	0.72	0.37	0.29	0.55	0	0	1	0
0.1	0.6	0.33	0.42	0.26	0	1	0	0
0.2	0.52	0.36	0.84	0.25	0	0	1	0
0.09	0.6	0.66	0.19	0.59	0	0	1	0
0.18	0.51	0.58	0.33	0.82	0	0	0	1
0.08	0.58	0.6	0.64	0.1	0	1	0	0
0.09	0.61	0.53	0.75	0.01	0	1	0	0
0.06	0.77	0.72	0.19	0.56	0	0	1	0
0.15	0.79	0.78	0.3	0.51	0	0	1	0
0.2	0.68	0.73	0.48	0.28	0	1	0	0
0.24	0.58	0.76	0.8	0.28	0	0	1	0
0.25	0.1	0.03	0.09	0.15	1	0	0	0
0.32	0.2	0.06	0.26	0.24	1	0	0	0
0.29	0.06	0.19	0.55	0.51	0	0	1	0
0.28	0.1	0.12	0.28	0.32	0	1	0	0
0.3	0.08	0.4	0.02	0.67	0	0	1	0
0.27	0.12	0.37	0.29	0.58	0	0	1	0
0.31	0.1	0.41	0.42	0.75	0	0	0	1
0.29	0.15	0.33	0.66	0.08	1	0	0	0
0.3	0.2	0.52	0.3	0.53	0	0	1	0
0.28	0.16	0.69	0.33	0.78	0	0	0	1
0.255	0.18	0.5	0.4	0.1	1	0	0	0
0.265	0.06	0.57	0.75	0.1	0	1	0	0
0.275	0.1	0.72	0.1	0.3	0	1	0	0
