0	0	0	0	0	1	0	0	0
0.08	0.08	0.1	0.24	0.9	0	0	0	1
0.06	0.06	0.05	0.25	0.33	0	1	0	0
0.1	0.1	0.15	0.65	0.3	0	0	1	0
0.08	0.08	0.08	0.98	0.24	0	1	0	0
0.09	0.15	0.4	0.1	0.66	0	0	1	0
0.1	0.1	0.43	0.29	0.56	0	0	1	0
0.15	0.02	0.34	0.4	0.01	1	0	0	0
0.2	0.14	0.35	0.72	0.25	0	1	0	0
0	0	0.5	0.2	0.85	0	0	0	1
0.18	0.18	0.55	0.3	0.81	0	0	0	1
0.06	0.06	0.51	0.41	0.3	0	1	0	0
0.1	0.1	0.52	0.78	0.34	0	0	1	0
0.1	0.1	0.7	0.15	0.9	0	0	0	1
0.2	0.2	0.7	0.3	0.6	0	0	1	0
0.12	0.12	0.75	0.35	0.8	0	0	0	1
0.05	0.07	0.7	0.01	0.05	1	0	0	0
0.1	0.25	0.1	0.08	0.33	0	1	0	0
0.15	0.32	0.05	0.27	0.29	0	1	0	0
0.2	0.29	0.25	0.49	0.56	0	0	1	0
0.12	0.28	0.2	0.78	0.2	0	1	0	0
0.18	0.3	0.37	0.12	0.66	0	0	1	0
0.1	0.27	0.31	0.29	0.65	0	0	1	0
0.18	0.31	0.32	0.42	0.28	0	1	0	0
0.06	0.29	0.35	0.76	0.25	0	1	0	0
0.09	0.3	0.68	0.18	0.85	0	0	0	1
