0.295	0.6	0.72	0.88	0.28	0	0	1	0
0.39	0.05	0.02	0.06	0.34	0	1	0	0
0.4	0.18	0.26	0.26	0.67	0	0	1	0
0.45	0.04	0.18	0.55	0.07	1	0	0	0
0.48	0.12	0.28	0.7	0.71	0	0	0	1
0.4	0.12	0.41	0.1	0.65	0	0	1	0
0.41	0.18	0.33	0.31	0.5	0	0	1	0
0.38	0.1	0.4	0.48	0.26	0	1	0	0
0.37	0.06	0.32	0.78	0.1	0	1	0	0
0.41	0.09	0.58	0.18	0.58	0	0	1	0
0.38	0.01	0.53	0.27	0.3	0	1	0	0
0.33	0.04	0.5	0.55	0.1	1	0	0	0
0.42	0.15	0.66	0.78	0.4	0	0	1	0
0.44	0.08	0.8	0.22	0.56	0	0	1	0
0.39	0.15	0.81	0.22	0.29	0	1	0	0
0.42	0.21	0.87	0.56	0.48	0	0	1	0
0.46	0.2	0.76	0.95	0.65	0	0	0	1
0.365	0.243	0.19	0.24	0.35	0	1	0	0
0.33	0.27	0.2	0.33	0.1	1	0	0	0
0.345	0.299	0.1	0.64	0.13	0	1	0	0
0.48	0.3	0.15	0.65	0.77	0	0	0	1
0.49	0.245	0.38	0.14	0.86	0	0	0	1
0.334	0.295	0.33	0.32	0.3	0	1	0	0
0.36	0.29	0.37	0.48	0.13	1	0	0	0
0.39	0.26	0.39	0.77	0.14	0	1	0	0
0.43	0.305	0.51	0.09	0.64	0	0	1	0
