0.44	0.32	0.55	0.33	0.52	0	0	1	0
0.45	0.299	0.63	0.36	0.51	0	0	1	0
0.495	0.276	0.58	0.77	0.83	0	0	0	1
0.465	0.258	0.73	0.18	0.59	0	0	1	0
0.475	0.32	0.79	0.31	0.54	0	0	1	0
0.348	0.329	0.83	0.61	0.18	0	1	0	0
0.385	0.26	0.76	0.84	0.3	0	0	1	0
0.445	0.39	0.02	0.24	0.88	0	0	0	1
0.43	0.45	0.27	0.27	0.89	0	0	0	1
0.33	0.34	0.1	0.49	0.12	1	0	0	0
0.4	0.33	0.12	0.3	0.9	0	0	0	1
0.34	0.4	0.38	0.2	0.61	0	0	1	0
0.38	0.36	0.46	0.49	0.78	0	0	0	1
0.35	0.38	0.32	0.6	0.16	0	1	0	0
0.41	0.49	0.34	0.21	0.92	0	0	0	1
0.42	0.36	0.63	0.04	0.25	0	1	0	0
0.43	0.38	0.62	0.33	0.49	0	0	1	0
0.44	0.33	0.59	0.53	0.85	0	0	0	1
0.4	0.42	0.58	0.75	0.16	0	1	0	0
0.46	0.44	0.89	0.12	0.66	0	0	1	0
0.38	0.39	0.79	0.33	0.3	0	1	0	0
0.39	0.42	0.83	0.65	0.19	0	1	0	0
0.49	0.34	0.88	0.75	0.71	0	0	0	1
0.46	0.64	0.22	0.22	0.6	0	0	1	0
0.44	0.55	0.11	0.26	0.83	0	0	0	1
