0.24	0.35	0.48	0.5	0.31	0.19	0.31	1	0	0	0	0	0	0	0
0.36	0.54	0.48	0.5	0.41	0.38	0.46	1	0	0	0	0	0	0	0
0.29	0.52	0.48	0.5	0.42	0.29	0.39	1	0	0	0	0	0	0	0
0.65	0.47	0.48	0.5	0.59	0.3	0.4	1	0	0	0	0	0	0	0
0.32	0.42	0.48	0.5	0.35	0.28	0.38	1	0	0	0	0	0	0	0
0.38	0.46	0.48	0.5	0.48	0.22	0.29	1	0	0	0	0	0	0	0
0.33	0.45	0.48	0.5	0.52	0.32	0.41	1	0	0	0	0	0	0	0
0.3	0.37	0.48	0.5	0.59	0.41	0.49	1	0	0	0	0	0	0	0
0.4	0.5	0.48	0.5	0.45	0.39	0.47	1	0	0	0	0	0	0	0
0.28	0.38	0.48	0.5	0.5	0.33	0.42	1	0	0	0	0	0	0	0
0.61	0.45	0.48	0.5	0.48	0.35	0.41	1	0	0	0	0	0	0	0
0.17	0.38	0.48	0.5	0.45	0.42	0.5	1	0	0	0	0	0	0	0
0.44	0.35	0.48	0.5	0.55	0.55	0.61	1	0	0	0	0	0	0	0
0.43	0.4	0.48	0.5	0.39	0.28	0.39	1	0	0	0	0	0	0	0
0.42	0.35	0.48	0.5	0.58	0.15	0.27	1	0	0	0	0	0	0	0
0.23	0.33	0.48	0.5	0.43	0.33	0.43	1	0	0	0	0	0	0	0
0.37	0.52	0.48	0.5	0.42	0.42	0.36	1	0	0	0	0	0	0	0
0.29	0.3	0.48	0.5	0.45	0.03	0.17	1	0	0	0	0	0	0	0
0.22	0.36	0.48	0.5	0.35	0.39	0.47	1	0	0	0	0	0	0	0
0.23	0.58	0.48	0.5	0.37	0.53	0.59	1	0	0	0	0	0	0	0
0.47	0.47	0.48	0.5	0.22	0.16	0.26	1	0	0	0	0	0	0	0
0.54	0.47	0.48	0.5	0.28	0.33	0.42	1	0	0	0	0	0	0	0
0.51	0.37	0.48	0.5	0.35	0.36	0.45	1	0	0	0	0	0	0	0
0.4	0.35	0.48	0.5	0.45	0.33	0.42	1	0	0	0	0	0	0	0
0.44	0.34	0.48	0.5	0.3	0.33	0.43	1	0	0	0	0	0	0	0
0.42	0.38	0.48	0.5	0.54	0.34	0.43	1	0	0	0	0	0	0	0
0.44	0.56	0.48	0.5	0.5	0.46	0.54	1	0	0	0	0	0	0	0
0.52	0.36	0.48	0.5	0.41	0.28	0.38	1	0	0	0	0	0	0	0
0.36	0.41	0.48	0.5	0.48	0.47	0.54	1	0	0	0	0	0	0	0
0.18	0.3	0.48	0.5	0.46	0.24	0.35	1	0	0	0	0	0	0	0
0.47	0.29	0.48	0.5	0.51	0.33	0.43	1	0	0	0	0	0	0	0
0.24	0.43	0.48	0.5	0.54	0.52	0.59	1	0	0	0	0	0	0	0
0.25	0.37	0.48	0.5	0.41	0.33	0.42	1	0	0	0	0	0	0	0
0.52	0.57	0.48	0.5	0.42	0.47	0.54	1	0	0	0	0	0	0	0
