0.59,0.61,0.48,0.5,0.42,0.42,0.37,0,0,1,0,0,0,0,0
0.41,0.57,0.48,0.5,0.39,0.21,0.32,1,0,0,0,0,0,0,0
0.22,0.36,0.48,0.5,0.35,0.39,0.47,1,0,0,0,0,0,0,0
0.5,0.51,0.48,0.5,0.27,0.23,0.34,1,0,0,0,0,0,0,0
0.52,0.39,0.48,0.5,0.65,0.71,0.73,0,1,0,0,0,0,0,0
0.41,0.51,0.48,0.5,0.53,0.75,0.78,0,1,0,0,0,0,0,0
0.5,0.49,0.48,0.5,0.49,0.46,0.53,1,0,0,0,0,0,0,0
0.3,0.44,0.48,0.5,0.49,0.22,0.33,1,0,0,0,0,0,0,0
0.27,0.3,0.48,0.5,0.71,0.28,0.39,1,0,0,0,0,0,0,0
0.42,0.24,0.48,0.5,0.57,0.27,0.37,1,0,0,0,0,0,0,0
0.54,0.47,0.48,0.5,0.28,0.33,0.42,1,0,0,0,0,0,0,0
0.38,0.26,0.48,0.5,0.54,0.16,0.28,1,0,0,0,0,0,0,0
0.33,0.47,0.48,0.5,0.53,0.18,0.29,1,0,0,0,0,0,0,0
0.53,0.38,0.48,0.5,0.44,0.26,0.36,1,0,0,0,0,0,0,0
0.5,0.66,0.48,0.5,0.31,0.92,0.92,0,1,0,0,0,0,0,0
0.67,0.84,0.48,0.5,0.74,0.54,0.37,0,0,0,0,1,0,0,0
0.31,0.5,0.48,0.5,0.57,0.84,0.85,0,1,0,0,0,0,0,0
0.65,0.57,0.48,0.5,0.47,0.47,0.51,0,0,1,0,0,0,0,0
0.6,0.46,0.48,0.5,0.45,0.81,0.83,0,1,0,0,0,0,0,0
0.61,0.6,0.48,0.5,0.44,0.39,0.38,0,0,1,0,0,0,0,0
0.24,0.57,0.48,0.5,0.63,0.34,0.43,1,0,0,0,0,0,0,0
0.75,0.76,0.48,0.5,0.83,0.57,0.3,0,0,0,0,1,0,0,0
0.67,0.37,0.48,0.5,0.54,0.64,0.68,0,0,0,1,0,0,0,0
0.52,0.54,0.48,0.5,0.62,0.76,0.79,0,1,0,0,0,0,0,0
0.7,0.71,0.48,0.5,0.42,0.84,0.85,0,0,1,0,0,0,0,0
0.25,0.26,0.48,0.5,0.39,0.32,0.42,1,0,0,0,0,0,0,0
0.23,0.58,0.48,0.5,0.37,0.53,0.59,1,0,0,0,0,0,0,0
0.74,0.78,0.48,0.5,0.75,0.54,0.15,0,0,0,0,1,0,0,0
0.3,0.37,0.48,0.5,0.43,0.18,0.3,1,0,0,0,0,0,0,0
0.71,0.4,0.48,0.5,0.71,0.7,0.74,0,1,0,0,0,0,0,0
0.35,0.51,0.48,0.5,0.61,0.71,0.74,0,1,0,0,0,0,0,0
0.4,0.29,0.48,0.5,0.42,0.35,0.44,1,0,0,0,0,0,0,0
0.64,0.84,0.48,0.5,0.37,0.45,0.4,0,0,1,0,0,0,0,0
0.51,0.49,0.48,0.5,0.53,0.14,0.26,1,0,0,0,0,0,0,0
