0.84,0.49,0.48,0.5,0.55,0.78,0.74,0,0,0,1,0,0,0,0
0.4,0.46,0.48,0.5,0.42,0.35,0.44,1,0,0,0,0,0,0,0
0.24,0.35,0.48,0.5,0.31,0.19,0.31,1,0,0,0,0,0,0,0
0.24,0.34,0.48,0.5,0.38,0.3,0.4,1,0,0,0,0,0,0,0
0.85,0.53,0.48,0.5,0.53,0.52,0.35,0,0,0,0,0,0,0,1
0.28,0.38,0.48,0.5,0.5,0.33,0.42,1,0,0,0,0,0,0,0
0.63,0.83,0.48,0.5,0.4,0.39,0.19,0,0,1,0,0,0,0,0
0.42,0.4,0.48,0.5,0.56,0.18,0.3,1,0,0,0,0,0,0,0
0.72,0.86,0.48,0.5,0.17,0.55,0.21,0,0,1,0,0,0,0,0
0.63,0.5,0.48,0.5,0.59,0.85,0.86,0,1,0,0,0,0,0,0
0.86,0.55,0.48,0.5,0.63,0.81,0.83,0,0,0,1,0,0,0,0
0.07,0.4,0.48,0.5,0.54,0.35,0.44,1,0,0,0,0,0,0,0
0.48,0.41,0.48,0.5,0.51,0.9,0.88,0,1,0,0,0,0,0,0
0.27,0.42,0.48,0.5,0.37,0.38,0.43,1,0,0,0,0,0,0,0
0.51,0.4,0.48,0.5,0.57,0.62,0.67,0,1,0,0,0,0,0,0
0.2,0.46,0.48,0.5,0.57,0.78,0.81,0,1,0,0,0,0,0,0
0.74,0.7,0.48,0.5,0.66,0.65,0.69,0,1,0,0,0,0,0,0
0.59,0.49,0.48,0.5,0.52,0.45,0.36,1,0,0,0,0,0,0,0
0.63,0.49,0.48,0.5,0.54,0.76,0.79,0,0,0,0,0,0,0,1
0.35,0.37,0.48,0.5,0.3,0.34,0.43,1,0,0,0,0,0,0,0
0.29,0.28,0.48,0.5,0.44,0.23,0.34,1,0,0,0,0,0,0,0
0.52,0.57,0.48,0.5,0.42,0.47,0.54,1,0,0,0,0,0,0,0
0.7,0.39,1,0.5,0.51,0.82,0.84,0,0,0,0,0,0,1,0
0.34,0.35,0.48,0.5,0.51,0.49,0.56,1,0,0,0,0,0,0,0
0.4,0.46,0.48,0.5,0.52,0.49,0.56,1,0,0,0,0,0,0,0
0.26,0.26,0.48,0.5,0.34,0.25,0.35,1,0,0,0,0,0,0,0
0.79,0.41,0.48,0.5,0.66,0.81,0.83,0,0,0,1,0,0,0,0
0.7,0.46,0.48,0.5,0.56,0.78,0.73,0,1,0,0,0,0,0,0
0.89,0.55,0.48,0.5,0.51,0.72,0.76,0,1,0,0,0,0,0,0
0.71,0.46,1,0.5,0.52,0.59,0.3,0,0,0,0,0,1,0,0
0.44,0.52,0.48,0.5,0.43,0.47,0.54,0,1,0,0,0,0,0,0
0.67,0.61,0.48,0.5,0.51,0.37,0.38,0,0,1,0,0,0,0,0
0.26,0.4,0.48,0.5,0.36,0.26,0.37,1,0,0,0,0,0,0,0
0.23,0.34,0.48,0.5,0.43,0.26,0.37,1,0,0,0,0,0,0,0
