0.47,0.47,0.48,0.5,0.22,0.16,0.26,1,0,0,0,0,0,0,0
0.43,0.4,0.48,0.5,0.39,0.28,0.39,1,0,0,0,0,0,0,0
0.49,0.61,1,0.5,0.56,0.71,0.74,0,0,0,1,0,0,0,0
0.55,0.47,0.48,0.5,0.57,0.78,0.8,0,1,0,0,0,0,0,0
0.84,0.44,0.48,0.5,0.48,0.71,0.74,0,1,0,0,0,0,0,0
0.78,0.44,0.48,0.5,0.45,0.73,0.68,0,0,0,1,0,0,0,0
0.52,0.81,0.48,0.5,0.72,0.38,0.38,0,0,0,0,1,0,0,0
0.25,0.37,0.48,0.5,0.43,0.26,0.36,1,0,0,0,0,0,0,0
0.04,0.31,0.48,0.5,0.41,0.29,0.39,1,0,0,0,0,0,0,0
0.51,0.37,0.48,0.5,0.35,0.36,0.45,1,0,0,0,0,0,0,0
0.69,0.43,0.48,0.5,0.59,0.74,0.77,0,0,0,1,0,0,0,0
0.37,0.5,0.48,0.5,0.42,0.36,0.45,1,0,0,0,0,0,0,0
0.25,0.4,0.48,0.5,0.47,0.33,0.42,1,0,0,0,0,0,0,0
0.48,0.49,0.48,0.5,0.52,0.77,0.71,0,1,0,0,0,0,0,0
0.5,0.37,0.48,0.5,0.66,0.64,0.69,0,1,0,0,0,0,0,0
0.4,0.5,0.48,0.5,0.65,0.82,0.84,0,1,0,0,0,0,0,0
0.54,0.49,0.48,0.5,0.4,0.87,0.88,0,1,0,0,0,0,0,0
0.23,0.33,0.48,0.5,0.43,0.33,0.43,1,0,0,0,0,0,0,0
0.47,0.59,0.48,0.5,0.52,0.76,0.79,0,1,0,0,0,0,0,0
0.36,0.45,0.48,0.5,0.38,0.79,0.17,0,1,0,0,0,0,0,0
0.56,0.51,0.48,0.5,0.34,0.37,0.46,1,0,0,0,0,0,0,0
0.24,0.43,0.48,0.5,0.37,0.28,0.38,1,0,0,0,0,0,0,0
0.46,0.61,0.48,0.5,0.48,0.86,0.87,0,1,0,0,0,0,0,0
0.16,0.43,0.48,0.5,0.54,0.27,0.37,1,0,0,0,0,0,0,0
0.68,0.78,0.48,0.5,0.43,0.44,0.42,0,0,1,0,0,0,0,0
0.61,0.36,0.48,0.5,0.49,0.35,0.44,1,0,0,0,0,0,0,0
0.38,0.4,0.48,0.5,0.63,0.25,0.35,1,0,0,0,0,0,0,0
0.74,0.74,0.48,0.5,0.31,0.53,0.52,0,0,1,0,0,0,0,0
0.49,0.42,0.48,0.5,0.53,0.79,0.81,0,1,0,0,0,0,0,0
0.69,0.66,0.48,0.5,0.41,0.5,0.25,0,0,1,0,0,0,0,0
0.37,0.47,0.48,0.5,0.39,0.76,0.79,0,1,0,0,0,0,0,0
0.48,0.45,0.48,0.5,0.6,0.78,0.8,0,1,0,0,0,0,0,0
0.43,0.4,0.48,0.5,0.58,0.75,0.78,0,1,0,0,0,0,0,0
0.49,0.29,0.48,0.5,0.56,0.24,0.35,1,0,0,0,0,0,0,0
